物品ID,物品名称,显示名称,品质,分类,标签,描述,口径,最大堆叠,默认堆叠,单价,可堆叠,可使用,重量,耐久度
1077,Armor_FireLandProtect,石棉工作服,3,Armor,Armor;Equipment;Special;Repairable;LockInDemo,用石棉制成的防火工作服，穿着一整套可以不受到地面上火焰的伤害。,,1,1,1575,否,否,4.50,55
1078,Helmat_FireLandProtect,石棉工作头盔,3,Helmat,Helmat;Equipment;Special;Repairable;LockInDemo,用石棉制成的防火工作头盔，穿着一整套可以不受到地面上火焰的伤害。,,1,1,861,否,否,1.60,35
1079,Armor_ElecLandProtect,橡胶工作服,3,Armor,Armor;Equipment;Special;Repairable;LockInDemo,用橡胶制成的防电工作服，穿上后可以不受到地面上电流的伤害。,,1,1,1265,否,否,4.50,55
1080,Backpack_SBossElec_ResSpace,比利背包,7,Backpack,Backpack;Equipment;Special;Repairable,实验体比利比利穿着的背包，能提高对电和空间属性的防御能力。,,1,1,2235,否,否,2.95,0
1081,Backpack_SBossFire_ResElec,啪啦背包,7,Backpack,Backpack;Equipment;Special;Repairable,实验体啪啦啪啦穿着的背包，能提高对火和电属性的防御能力。,,1,1,2235,否,否,2.95,0
1082,Backpack_SBossPoison_LowDurResFire,咕噜背包,7,Backpack,Backpack;Equipment;Special;Repairable,实验体咕噜咕噜穿着的背包，能提高对火和毒属性的防御能力。,,1,1,2235,否,否,2.95,0
1083,Helmat_Egg,碎蛋壳,2,Helmat,Helmat;Equipment;DecorateEquipment,破碎的蛋壳，里面还残留了一些蛋清。相当大，可以戴在头上。,,1,1,15,否,否,0.05,1
1084,Key_Apartment102,员工公寓102钥匙,2,Key,Key,员工公寓的钥匙，应该可以打开102的门。,,1,1,655,否,否,0.20,0
1085,Key_Apartment105,员工公寓105钥匙,3,Key,Key,员工公寓的钥匙，应该可以打开105的门。,,1,1,655,否,否,0.20,0
1086,Key_Apartment101,员工公寓101钥匙,3,Key,Key,员工公寓的钥匙，应该可以打开101的门。,,1,1,655,否,否,0.20,0
1087,Key_Dormitory101,宿舍楼101钥匙,3,Key,Key,一把宿舍楼的钥匙。也许可以打开101的门。,,1,1,350,否,否,0.20,0
1088,FutureConsoleController,未来控制器,6,MiniGame,MiniGame;FcController;Special,未来主机的手柄，把它安上才能开始玩游戏。,,1,1,5166,否,否,0.15,0
1089,SHT_TOZ66_Fire,TOZ-66龙息,9,Weapon,Weapon;Gun;GunType_SHT;Special;Repairable,装备了龙息弹药的TOZ-66，能够发射灼烧敌人的子弹。,SHT,1,1,2435,否,否,2.72,100
1090,GPUSLI,显示卡SLI,7,ComputerParts_GPU,ComputerParts_GPU;Special,将3张显卡用相当先进的方法结合在一起，虽然会损失一些总体性能，但可以把它们装进一个矿机插槽里。,,1,1,64308,否,否,4.50,0
1091,BP_GPUSLI,显示卡SLI,5,Formula,Formula;Formula_Blueprint,在工作台解锁显示卡SLI制作的蓝图，方法简单明了，即使没有电子工程知识也能看懂。,,1,1,50,否,否,0.10,0
1092,Quest_916_ElectricParts_Ming,一堆电子零件,3,Quest,Quest;Special,一大堆电子原件。,,1,1,10,否,否,1.70,0
1093,Armor_FC,高手护甲,6,Armor,Armor;Equipment;Special;Repairable;LockInDemo,游戏高手的象征。,,1,1,1265,否,否,4.50,55
1094,BP_ColorMonitor,蓝图：彩色显示器,6,Formula,Formula;Formula_Blueprint,用于在工作台制造彩色显示器的蓝图。,,1,1,50,否,否,0.10,0
1095,FishingRod_LV2,好钓竿,3,Tool,Tool;Weapon;MeleeWeapon;Special,还算不错的钓竿。,,1,1,1287,否,否,0.30,0
1096,FishingRod_LV3,厉害钓竿,4,Tool,Tool;Weapon;MeleeWeapon;Special,非常厉害的钓竿。,,1,1,4287,否,否,0.40,0
1097,Fish_Black_Snapper,绿鲷鱼,992,Fish,Fish;Fish_Special;Fish_OnlyDay;Fish_OnlySunDay,体型很平常，但深绿色相当少见。,,3,1,1066,是,否,0.77,0
1098,Fish_Blue_Damselfish,蓝雀鲷鱼,992,Fish,Fish;Fish_OnlyNight,很活泼，爱东游西窜的。,,3,1,996,是,否,0.20,0
1099,Fish_Blue_Jack_Mackerel,青南乳鱼,3,Fish,Fish;Fish_OnlyRainDay;Fish_Special,细细长长，一般成群活动。,,3,1,1715,是,否,0.45,0
1100,Fish_Blue_Mackerel,蓝鲭鱼,991,Fish,Fish,身体呈流线型，游得非常快。,,3,1,506,是,否,0.45,0
1101,Fish_Blue_Marlin,蓝枪鱼,994,Fish,Fish;Fish_OnlyDay;Fish_OnlySunDay;Fish_Special,鱼嘴又长又粗，看起来很威风。,,3,1,3762,是,否,7.07,0
1102,Fish_Blue_Sailfish,蓝旗鱼,994,Fish,Fish;Fish_OnlyNight;Fish_OnlyStorm,尖尖的嘴巴，背鳍像旗子。,,3,1,4107,是,否,5.48,0
1103,Fish_Blue_Tang,蓝吊鱼,992,Fish,Fish,通体是亮眼的蓝色，身体扁平，相当活泼。,,3,1,805,是,否,0.45,0
1104,Fish_Brown_and_White_Grunt,棕白石鲈,3,Fish,Fish,身体呈棕白色的斑纹，常成群活动。,,3,1,2063,是,否,0.89,0
1105,Fish_Brown_Mullet,棕梭鱼,992,Fish,Fish;Fish_OnlyDay;Fish_OnlyRainDay;Fish_Special,体型不大，但游起来很猛。,,3,1,1128,是,否,1.00,0
1106,Fish_Brown_Sardine,棕沙丁鱼,1,Fish,Fish,在水里喜欢密密麻麻聚在一起，在水面上看着像一整条大鱼。,,3,1,497,是,否,0.14,0
1107,Fish_Golden_Fish,黄金鱼,996,Fish,Fish;Fish_OnlyDay;Fish_OnlyStorm;Fish_Special,虽然只是黄色的金鱼，但是名字非常讨喜。,,3,1,12300,是,否,0.71,0
1108,Fish_Green_Cod,绿胖头鱼,993,Fish,Fish;Fish_OnlyNight,圆滚滚的，肉嫩嫩的，吃起来口感不错。,,3,1,1640,是,否,0.89,0
1109,Fish_Green_Triggerfish,绿背鳙鱼,3,Fish,Fish;Fish_OnlyNight;Fish_OnlyRainDay,鱼鳞硬硬的，嘴巴方方的，有点呆萌。,,3,1,1578,是,否,0.55,0
1110,Fish_Green_Yellow_Porcupinefish,绿黄鲀,993,Fish,Fish;Fish_OnlyNight;Fish_OnlyRainDay;Fish_Special,身体上绿一块黄一块的。,,3,1,2057,是,否,0.84,0
1111,Fish_Grey_Catshark,蓝猫鲨鱼,995,Fish,Fish;Fish_OnlyDay;Fish_OnlyStorm;Fish_Special,体型不大，性子温和，看着不凶。,,3,1,6084,是,否,1.00,0
1112,Fish_Orange_Greenfin_Fish,橙青鳍鱼,994,Fish,Fish;Fish_OnlyDay;Fish_OnlyStorm,鱼鳍带点青绿色，与橙色的身体形成了鲜明的对比。,,3,1,4113,是,否,0.63,0
1113,Fish_Orange_Squirrelfish,橙金鳞鱼,994,Fish,Fish,拥有亮晶晶的鳞片，很亮眼。,,3,1,2979,是,否,0.55,0
1114,Fish_Pink_Clownfish,粉金鱼,1,Fish,Fish;Fish_OnlyNight,看着特别可爱，让人忍不住多看几眼。,,3,1,525,是,否,0.17,0
1115,Fish_Purple_Damselfish,紫雀鲷鱼,2,Fish,Fish;Fish_OnlyNight,体型很小，通体紫色，性情很活跃。,,3,1,814,是,否,0.22,0
1116,Fish_Redfin_Flamefish,粉鳍火焰鱼,994,Fish,Fish;Fish_OnlyNight;Fish_OnlyRainDay;Fish_Special,鱼鳍形似火焰，观赏性很强。,,3,1,3798,是,否,0.55,0
1117,Fish_Redfin_Snapper,红鳍鲷鱼,992,Fish,Fish,红色的鱼鳍相当显眼。,,3,1,785,是,否,0.71,0
1118,Fish_Red_Banded_Fish,红九间鱼,2,Fish,Fish;Fish_OnlyDay,身上带几道深色条纹，喜欢成群结队。,,3,1,983,是,否,0.17,0
1119,Fish_Red_Goldfish,红金鱼,1,Fish,Fish;Fish_OnlyDay,常见的观赏鱼，相当招人喜欢。,,3,1,515,是,否,0.22,0
1120,Fish_Red_Grouper,大眼红鱼,3,Fish,Fish;Fish_Special;Fish_OnlySunDay,肉吃起来特别鲜美，味道很棒。,,3,1,1835,是,否,1.00,0
1121,Fish_Red_Spotted_Grouper,红斑鱼,995,Fish,Fish;Fish_OnlyNight;Fish_OnlyStorm;Fish_Special,带点小斑点，是挺名贵的鱼。,,3,1,6534,是,否,0.89,0
1122,Fish_White_Angelfish,白燕鱼,992,Fish,Fish;Fish_OnlyNight;Fish_OnlySunDay;Fish_Special,鱼鳍较宽，像燕子的翅膀。,,3,1,1108,是,否,0.28,0
1123,Fish_White_Cod,大头金鱼,1,Fish,Fish,白白胖胖，肉特别鲜美。,,3,1,492,是,否,0.71,0
1124,Fish_White_Perch,白扁鱼,2,Fish,Fish;Fish_OnlyRainDay,相当有名的食用鱼。,,3,1,1006,是,否,0.77,0
1125,Fish_Yellow_Green_Snapper,黄绿鲷,994,Fish,Fish;Fish_OnlyNight;Fish_OnlySunDay;Fish_Special,黄绿相间，颜色相当特别。,,3,1,3807,是,否,0.77,0
1126,Fish_Yellow_Porcupinefish,绿刺豚,2,Fish,Fish;Fish_Special,身上带刺，受惊吓了会鼓成个刺球。,,3,1,970,是,否,0.89,0
1127,BP_SHT_TOZ66_Fire,蓝图：TOZ-66龙息,7,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：TOZ-66龙息。,,1,1,1500,否,否,0.10,0
1128,PST_Glick_Space,空间格力克,7,Weapon,Weapon;Gun;GunType_PST;Western;Repairable,小明用特殊的方法注入了空间能量的格力克，虽然其他方面没有提升，但可以使射出的子弹变为空间属性。,SMG,1,1,5150,否,否,0.65,100
1130,Backpack_FC,高手背包,6,Backpack,Backpack;Equipment;Special;Repairable;LockInDemo,游戏高手的象征。,,1,1,2235,否,否,2.95,0
1131,ArtichokeFloret,洋蓟瓣,95,Bait,Bait,一小簇洋蓟，很多鱼都很喜欢。,,3,1,212,是,否,0.30,0
1132,CornKernel,玉米粒,95,Bait,Bait,*Item_CornKernel_Desc*,,3,1,212,是,否,0.30,0
1133,DicedMango,芒果丁,95,Bait,Bait,*Item_DicedMango_Desc*,,3,1,212,是,否,0.30,0
1134,Earthworm,蚯蚓,1,Bait,Bait;Earthworm,活的。,,5,1,212,是,否,0.30,0
1135,GrapeGrain,葡萄粒,95,Bait,Bait,*Item_GrapeGrain_Desc*,,3,1,212,是,否,0.30,0
1136,Helmat_PeakedCap,鸭舌帽,5,Helmat,Helmat;Equipment;Special;DecorateEquipment;Repairable,钓鱼佬的最爱。,,1,1,965,否,否,0.22,50
1137,ArmorLV5_3,五级重型防弹衣,5,Armor,Armor;Equipment;Repairable,重且结实。,,1,1,9323,否,否,8.57,180
1138,ArmorLV4_3,四级重型防弹衣,4,Armor,Armor;Equipment;Repairable,耐久度很好，性价比很高的防弹衣，但在装载能力上做出了一定的妥协。,,1,1,4808,否,否,6.66,150
1139,ArmorLV3_2,三级重型防弹衣,3,Armor,Armor;Equipment;Repairable,更重，但也更持久。,,1,1,2929,否,否,6.33,120
1140,ArmorLV4_2,四级作战防弹衣,4,Armor,Armor;Equipment;Western;Repairable,重量较轻，还拥有相当多的口袋。,,1,1,3782,否,否,3.78,85
1141,ArmorLV5_2,五级作战防弹衣,5,Armor,Armor;Equipment;Western;Repairable,各项能力都相当均衡，就感觉有点小贵。,,1,1,8158,否,否,7.90,136
1142,ArmorLV3_3,三级作战防弹衣,3,Armor,Armor;Equipment;Western;Repairable,在重量、耐久度方面表现相当平衡的防弹衣。,,1,1,2485,否,否,5.19,104
1143,HelmatLV1_2,坦克头盔,1,Helmat,Helmat;Equipment;Repairable,有一定的防护能力，但因为把耳朵也罩住了，会影响听力。,,1,1,97,否,否,0.40,35
1144,HelmatLV2_2,二级轻型头盔,2,Helmat,Helmat;Equipment;Repairable,佩戴起来相当稳固。,,1,1,473,否,否,1.13,56
1145,HelmatLV3_2,三级轻型头盔,3,Helmat,Helmat;Equipment;Repairable,加厚了的制式装备，有更高的耐久度，但也会更重一些。,,1,1,1479,否,否,1.50,69
1146,HelmatLV3_UN,维和头盔,3,Helmat,Helmat;Equipment;Western;Repairable,特殊的轻量化设计，在保证了耐久度的同时，重量也更轻了。,,1,1,1893,否,否,1.38,83
1147,HelmatLV4_2,四级防弹头盔,4,Helmat,Helmat;Equipment;Western;Repairable,在防护性能和舒适度上表现都非常优秀。,,1,1,3444,否,否,1.66,81
1148,HelmatLV5_1Hear,五级轻型头盔,5,Helmat,Helmat;Equipment;Repairable,在防护性能、轻量化、耐久性、成本方面表现都相当优秀，但特殊的造型使得佩戴耳机相当不便。,,1,1,3787,否,否,2.18,71
1149,HelmatLV5_2,五级作战头盔,5,Helmat,Helmat;Equipment;Western;Repairable,比较重，但防护性能相当出色的头盔。,,1,1,6554,否,否,2.76,94
1150,Key_HiddenWarehouse_Cellar_Fork,地窖岔路钥匙,5,Key,Key,地窖中一处岔路的钥匙。,,1,1,1952,否,否,0.20,0
1151,Key_Defense_System,防空系统密钥,7,SpecialKey,SpecialKey;Key;LockInDemo;Special,用于激活防空系统的控制权限，防空系统就位于风暴区。,,1,1,6000,否,否,0.20,0
1152,Grenade_SpaceBoss,???,9,Special,Special;DestroyOnLootBox,*Item_Grenade_SpaceBoss_Desc*,,1,1,580,否,否,0.10,0
1153,Grenade_SpaceBoss_2,???,9,Special,Special;DestroyOnLootBox,*Item_Grenade_SpaceBoss_Desc*,,1,1,580,否,否,0.10,0
1154,FishingBait,鱼饵,2,Bait,Bait,复合调配，各种鱼都很喜欢。,,5,1,377,是,否,0.30,0
1155,BP_ElecGrenade,蓝图：电击手雷,1,Formula,Formula;Formula_Blueprint,用于制造电击手雷的蓝图。,,1,1,50,否,否,0.10,0
1156,BP_FireGrenade,蓝图：燃烧弹,1,Formula,Formula;Formula_Blueprint,用于制造燃烧弹的蓝图。,,1,1,50,否,否,0.10,0
1157,BP_ToxGrenade,蓝图：毒雾弹,1,Formula,Formula;Formula_Blueprint,用于制造毒雾弹的蓝图。,,1,1,50,否,否,0.10,0
1158,Aquarium,水族箱,2,Special,Special,*Item_Aquarium_Desc*,,1,1,500,否,否,1.50,0
1159,BP_BR_Storm_Space,蓝图：风暴枪,7,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：风暴枪。,,1,1,1500,否,否,0.10,0
1160,Formula_FishingBait,配方：鱼饵,99,Formula,Formula;Formula_Blueprint,在工作台制作鱼饵的配方。,,1,1,655,否,否,0.20,0
1161,BP_Bullet_PWL_L,蓝图：大型能量弹,9,Formula,Formula;Formula_Blueprint,用于制造大型能量弹的蓝图。,,1,1,50,否,否,0.10,0
1162,Bullet_PWS_H,强化小能量弹,9,Bullet,Bullet,强化了穿甲能力的小能量弹。,PWS,320,30,180,是,否,0.01,0
1163,ArmorLV1StormProtection,风暴工作服,3,Armor,Armor;Equipment;Special;Repairable,使用特殊材质制造的工作服，虽然抵挡子弹的能力很差，但穿上一整套可以抵御空间风暴早期的扰动。,,1,1,1288,否,否,4.90,65
1164,Quest_Blueprint_ShipSpace,神秘飞船图纸,4,Quest,Quest,看不懂的图纸，好像是用来制造飞船的某个部件。,,1,1,50,否,否,0.20,0
1165,BlueCube,蓝色方块,3,Special,Special;SoulCube,神秘的蓝色方块，有种熟悉的感觉。,,9999,1,10,是,否,0.00,0
1166,Backpack_Cubbe,方块收集装置,7,Backpack,Backpack;Equipment;Special;Repairable,用来收集和储存蓝色方块的容器，使用说明书上写着可以存储灵魂能量。,,1,1,5288,否,否,3.95,0
1167,BP_FishingRod_LV2,蓝图：好钓竿,6,Formula,Formula;Formula_Blueprint,用于在工作台制造好钓竿的蓝图。,,1,1,500,否,否,0.10,0
1168,BP_FishingRod_LV3,蓝图：厉害钓竿,6,Formula,Formula;Formula_Blueprint,用于在工作台制造厉害钓竿的蓝图。,,1,1,500,否,否,0.10,0
1169,Key_JLab_MiniGameCartriage,J-Lab放映室钥匙,5,Key,Key;LockInDemo,J-Lab实验室内某处放映室的钥匙，平时研究员会在里面放松放松。,,1,1,2680,否,否,0.20,0
1170,fiber_Lv2,高级有机纤维,3,Tool,Tool,更结实的有机纤维，经常被用来制作轻型防弹衣。,,30,1,428,是,否,0.24,0
1171,fiber_Lv3,顶级有机纤维,4,Tool,Tool,防护性能非常顶尖的有机纤维，常用来制造顶级的防弹衣与头盔。,,30,1,1289,是,否,0.28,0
1172,Knife_01_Blade,小直刀,2,Weapon,Weapon;MeleeWeapon;DontDropOnDeadInSlot;Special,使用轻量化材料制作，非常轻便。,,1,1,3997,否,否,0.50,0
1173,Knife_02_Short,木柄短刀,1,Weapon,Weapon;MeleeWeapon;DontDropOnDeadInSlot;Special,普通的木柄短刀。,,1,1,1367,否,否,0.55,0
1174,Knife_03_Knuckle,指虎刀,5,Weapon,Weapon;MeleeWeapon;DontDropOnDeadInSlot;Special,带有弹簧刀刃的指虎。,,1,1,41667,否,否,0.40,0
1175,Knife_04_Karambit,爪刀,6,Weapon,Weapon;MeleeWeapon;DontDropOnDeadInSlot;Special,刀刃全是蓝色，看上去就很贵。,,1,1,201680,否,否,0.38,0
1176,Knife_06_Gurkhakukri,廓尔喀弯刀,4,Weapon,Weapon;MeleeWeapon;DontDropOnDeadInSlot;Special,经典的刀型很容易砍出血来。,,1,1,25678,否,否,0.88,0
1177,Knife_07_Bayonet,战术刺刀,1,Weapon,Weapon;MeleeWeapon;DontDropOnDeadInSlot;Special,制式的军用刺刀。,,1,1,8645,否,否,0.53,0
1178,KnifeBox,战术刀具箱,5,Luxury,Luxury;Special,里面可能放着各种各样的刀具，请适度消费。,,1,1,5000,否,否,27.02,0
1179,Formula_KnifeBox,配方：战术刀具箱,99,Formula,Formula;Formula_Blueprint,在工作台制作战术刀具箱的配方。,,1,1,429,否,否,0.10,0
1180,CandyCan,自制糖果,3,Food,Food,甜食令人快乐。,,1,1,470,否,是,0.44,10
1181,Candy,棒棒糖,1,Food,Food,比赛前舔一舔，甜甜的，好吃。,,3,1,101,是,是,0.05,0
1182,PeaceStar,和平星,5,Gem,Gem;Luxury;Special,愿世界和平！,,1,1,10127,否,否,0.29,0
1183,FakePeaceStar,和平星,1,Luxury,Luxury;Special,已经化作了粉末。,,1,1,970,否,否,0.29,0
1184,GunPowderLv5,高级火药,995,Special,Special,杂质更少，威力更高。,,300,30,10,是,否,0.00,0
1185,BP_Bullet_AR_Piercing6,蓝图：AR-特种穿甲弹,0,Formula,Formula;Formula_Blueprint,用于在工作台制造AR-特种穿甲弹的蓝图。,,1,1,50,否,否,0.10,0
1186,BP_Bullet_BR_Piercing6,蓝图：L-特种穿甲弹,0,Formula,Formula;Formula_Blueprint,用于制造L-特种穿甲弹的蓝图。,,1,1,50,否,否,0.10,0
1187,BP_Bullet_MAG_Piercing6,蓝图：MAG-特种穿甲弹,9,Formula,Formula;Formula_Blueprint,用于制造MAG-特种穿甲弹的蓝图。,,1,1,50,否,否,0.10,0
1188,BP_Bullet_SHT_Break,蓝图：特种霰弹,9,Formula,Formula;Formula_Blueprint,用于制造特种霰弹的蓝图。,,1,1,50,否,否,0.10,0
1189,BP_Bullet_SMG_Break,蓝图：S-特种弹,9,Formula,Formula;Formula_Blueprint,用于制造S-特种弹的蓝图。,,1,1,50,否,否,0.10,0
1190,BP_Bullet_SNP_Piercing6,特种穿甲狙击弹,9,Formula,Formula;Formula_Blueprint,用于制造特种穿甲狙击弹的蓝图。,,1,1,50,否,否,0.10,0
1191,Key_Farm_NorthFactoryRoom,北厂区小屋钥匙,3,Key,Key,能打开农场镇北厂区内小屋的门。,,1,1,101,否,否,0.20,0
1192,GunPowder_Blue,罐装火药,3,Special,Special,贴着蓝色标签的罐装火药。,,10,1,500,是,否,0.45,0
1193,GunPowder_Green,罐装火药,3,Special,Special,贴着绿色标签的罐装火药。,,10,1,500,是,否,0.45,0
1194,GunPowder_Red,罐装火药,4,Special,Special,贴着红色标签的罐装火药。,,10,1,800,是,否,0.45,0
1195,BP_Bullet_SNP_Piercing2,蓝图：穿甲狙击弹,9,Formula,Formula;Formula_Blueprint,用于制造穿甲狙击弹的蓝图。,,1,1,50,否,否,0.10,0
1196,BP_Bullet_AR_Piercing3,蓝图：AR-穿甲弹,9,Formula,Formula;Formula_Blueprint,用于制造AR-穿甲弹的蓝图。,,1,1,50,否,否,0.10,0
1197,BP_Bullet_AR_Piercing5,蓝图：AR-高级穿甲弹,9,Formula,Formula;Formula_Blueprint,用于制造AR-高级穿甲弹的蓝图。,,1,1,50,否,否,0.10,0
1198,BP_Bullet_BR_Piercing3,蓝图：L-穿甲弹,9,Formula,Formula;Formula_Blueprint,用于制造L-穿甲弹的蓝图。,,1,1,50,否,否,0.10,0
1199,BP_Bullet_BR_Piercing5,蓝图：L-高级穿甲弹,9,Formula,Formula;Formula_Blueprint,用于制造L-高级穿甲弹的蓝图。,,1,1,50,否,否,0.10,0
1200,BP_Bullet_MAG_Piercing2,蓝图：MAG-穿甲弹,9,Formula,Formula;Formula_Blueprint,用于制造MAG-穿甲弹的蓝图。,,1,1,50,否,否,0.10,0
1201,BP_Bullet_MAG_Piercing4,蓝图：MAG-高级穿甲弹,9,Formula,Formula;Formula_Blueprint,用于制造MAG-高级穿甲弹的蓝图。,,1,1,50,否,否,0.10,0
1202,BP_Bullet_SHT_Piercing3,蓝图：穿甲霰弹,9,Formula,Formula;Formula_Blueprint,用于制造穿甲霰弹的蓝图。,,1,1,50,否,否,0.10,0
1203,BP_Bullet_SHT_Piercing5,蓝图：高级穿甲霰弹,9,Formula,Formula;Formula_Blueprint,用于制造高级穿甲霰弹的蓝图。,,1,1,50,否,否,0.10,0
1204,BP_Bullet_SMG_Piercing3,蓝图：S-穿甲弹,9,Formula,Formula;Formula_Blueprint,用于制造S-穿甲弹的蓝图。,,1,1,50,否,否,0.10,0
1205,BP_Bullet_SMG_Piercing5,蓝图：S-高级穿甲弹,9,Formula,Formula;Formula_Blueprint,用于制造S-高级穿甲弹的蓝图。,,1,1,50,否,否,0.10,0
1206,BP_Bullet_SNP_Piercing4,蓝图：高级穿甲狙击弹,9,Formula,Formula;Formula_Blueprint,用于制造高级穿甲狙击弹的蓝图。,,1,1,50,否,否,0.10,0
1207,SaltedFish,战术咸鱼,6,MeleeWeapon,MeleeWeapon;DontDropOnDeadInSlot;Special,一根腌的很透的咸鱼，梆硬。,,1,1,2677,否,是,0.70,30
1208,ButcherKnife,猪肉刀,5,Weapon,Weapon;MeleeWeapon;DontDropOnDeadInSlot,看上去很普通，但材质好像一点都不普通，甚至可以挡住子弹。,,1,1,3769,否,否,2.15,0
1209,SMG_ArcadeGun_Normal,玩具枪,9,Weapon,Weapon;Gun;GunType_SMG;Western;Repairable;Special;LockInDemo,威力非常小。,SMG,1,1,1555,否,否,0.80,200
1210,Formula_Cola,配方：可乐,9,Formula,Formula;Formula_Blueprint,制造可乐的配方。,,1,1,1000,否,否,0.20,0
1213,HelmatLV1StormProtection,风暴工作头盔,3,Helmat,Helmat;Equipment;Special;Repairable,使用特殊材质制造的工作头盔，虽然抵挡子弹的能力很差，但穿上一整套可以抵御空间风暴早期的扰动。,,1,1,768,否,否,1.90,65
1214,Quest_DefenceShield_Text,防御力场操作说明,4,Quest,Quest,手写的防御力场操作说明，字迹有些潦草，但看着有些熟悉。,,1,1,350,否,否,0.20,0
1215,BP_ArmorLV5,蓝图：五级防弹衣,7,Formula,Formula;Formula_Blueprint,用于在工作台制作五级防弹衣的蓝图。,,1,1,1500,否,否,0.10,0
1216,BP_ArmorLV5StormProtection,蓝图：空间防护服终极版,7,Formula,Formula;Formula_Blueprint,用于在工作台制作空间防护服终极版的蓝图。,,1,1,9798,否,否,0.10,0
1217,BP_ArmorLV5_2,蓝图：五级作战防弹衣,7,Formula,Formula;Formula_Blueprint,用于在工作台制作五级作战防弹衣的蓝图。,,1,1,1500,否,否,0.10,0
1218,BP_ArmorLV5_3,蓝图：五级重型防弹衣,7,Formula,Formula;Formula_Blueprint,用于在工作台制作五级重型防弹衣的蓝图。,,1,1,1500,否,否,0.10,0
1219,BP_ArmorLV6,蓝图：六级防弹衣,7,Formula,Formula;Formula_Blueprint,用于在工作台制作六级防弹衣的蓝图。,,1,1,1500,否,否,0.10,0
1220,BP_BackpackLV5,蓝图：行军背包MAX,7,Formula,Formula;Formula_Blueprint,用于在工作台制作行军背包MAX的蓝图。,,1,1,1500,否,否,0.10,0
1221,BP_HelmatLV5,蓝图：SCIFI面罩,7,Formula,Formula;Formula_Blueprint,用于在工作台制作SCIFI面罩的蓝图。,,1,1,1500,否,否,0.10,0
1222,BP_HelmatLV5StormProtection,蓝图：空间防护头盔最终版,7,Formula,Formula;Formula_Blueprint,用于在工作台制作空间防护头盔最终版的蓝图。,,1,1,7898,否,否,0.10,0
1223,BP_HelmatLV5_1Hear,蓝图：五级轻型头盔,7,Formula,Formula;Formula_Blueprint,用于在工作台制作五级轻型头盔的蓝图。,,1,1,1500,否,否,0.10,0
1224,BP_HelmatLV5_2,蓝图：五级作战头盔,7,Formula,Formula;Formula_Blueprint,用于在工作台制作五级作战头盔的蓝图。,,1,1,1500,否,否,0.10,0
1225,BP_HelmatLV6,蓝图：神之电焊头,7,Formula,Formula;Formula_Blueprint,用于在工作台制作神之电焊头的蓝图。,,1,1,1500,否,否,0.10,0
1226,Key_Farm_Nursing_Computer,疗养院机房钥匙,2,Key,Key,能打开疗养院内机房的门。,,1,1,224,否,否,0.20,0
1227,Key_Farm_Nursing_Restaurant,疗养院餐厅钥匙,3,Key,Key,能打开疗养院内餐厅的门。,,1,1,439,否,否,0.20,0
1228,Key_Farm_Nursing_Room_1,疗养院房间钥匙-1,2,Key,Key,能打开疗养院内某个房间的门。,,1,1,214,否,否,0.20,0
1229,Key_Farm_Nursing_Room_2,疗养院房间钥匙-2,3,Key,Key,能打开疗养院内某个房间的门。,,1,1,377,否,否,0.20,0
1230,Accelerator,加速器,3,JLab,JLab,似乎是用来处理某种特殊晶体的机器。,,1,1,871,否,否,2.20,0
1231,ConcentratedSlurry,浓缩浆质,9,Special,Special,忍不住想尝一口。,,1,1,500,否,否,1.50,0
1232,CrystalBattery,晶体电池,999,Special,Special,储存着巨大的电力。,,1,1,500,否,否,1.50,0
1233,CrystalFiltrationUnit,晶体过滤单元,2,JLab,JLab,似乎是用来处理某种特殊晶体的机器。,,1,1,518,否,否,1.20,0
1234,CrystalBooster,晶体增压器,2,JLab,JLab,似乎是用来处理某种特殊晶体的机器。,,1,1,622,否,否,1.80,0
1235,BulkSpaceCrystal,大块空间晶体,9,Special,Special,空间晶体的聚合体，小心一点可以将它拆开。,,5,1,3600,是,否,1.50,0
1236,SpaceEye,风暴眼,9,Special,Special,风暴虫的眼睛。,,10,1,300,是,否,0.20,0
1237,Formula_ConcentratedSlurry,配方：浓缩浆质,9,Formula,Formula;Formula_Blueprint,制造浓缩浆质的配方。,,1,1,8888,否,否,0.20,0
1238,AR_MF_Poison,MF-毒液,9,Weapon,Weapon;Gun;GunType_AR;Western;Repairable,让射出的子弹裹上浓缩浆质，会让命中的目标中毒。,AR,1,1,3956,否,否,3.85,100
1239,EGun_Magic_Red,???,9,Weapon,Weapon;Gun;DestroyOnLootBox,???,Enemy,1,1,284,否,否,1.82,50
1240,BP_AR_MF_Poison,蓝图：MF-毒液,9,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：MF-毒液。,,1,1,1000,否,否,0.10,0
1241,CarBattery,汽车电池,5,Tool,Tool,汽车用的高容量电池。,,1,1,7515,否,否,18.46,0
1242,RedEye,???,2,Special,Special;DestroyInBase,看起来不太稳定，不知道吃下去会怎么样？,,1,1,3974,否,是,0.25,0
1243,Splint,骨夹板,1,Medic,Medic;Healing;AdvancedDebuffMode,用于快速治疗骨折。,,1,1,105,否,否,0.30,0
